ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00018,PF14604:PF07653:PF12127:PF11890:PF08189,184,139,100,84,39,844,0.72,0.88,0.54,0.54,0.56,2,2,182,0,883,1.0,0.83,0.01,0.01,0.09
PF00019,PF07937:PF08189:PF17331:PF18134:PF02907,42,1,1,41,0,1025,1.0,0.96,0.02,0.02,0.15,0,0,42,0,1025,0,0.96,0.0,0.0,0
PF00020,PF05961:PF17111:PF12688:PF10846:PF00963,34,51,22,12,29,1004,0.43,0.96,0.65,0.65,0.51,3,2,32,1,1032,0.67,0.97,0.06,0.06,0.19
PF00021,PF17669:PF07572:PF07039:PF11267:PF00756,19,72,9,10,63,985,0.12,0.93,0.47,0.47,0.22,7,5,14,2,1046,0.71,0.99,0.26,0.26,0.43
PF00022,PF08650:PF11267:PF07896:PF01129:PF14521,141,85,50,91,35,891,0.59,0.88,0.35,0.35,0.4,6,6,135,0,926,1.0,0.87,0.04,0.04,0.19
PF00023,PF13606:PF13637:PF11929:PF14835:PF07693,236,248,178,58,70,761,0.72,0.88,0.75,0.75,0.66,13,13,223,0,831,1.0,0.79,0.06,0.06,0.21
PF00024,PF10546:PF18684:PF08189:PF11415:PF00451,78,1,0,78,1,988,0.0,0.93,0.0,0.0,-0.01,0,0,78,0,989,0,0.93,0.0,0.0,0
PF00025,PF04229:PF03911:PF10441:PF16077:PF13908,136,58,31,105,27,904,0.53,0.88,0.23,0.23,0.29,6,6,130,0,931,1.0,0.88,0.04,0.04,0.2
PF00026,PF04231:PF14441:PF03229:PF01529:PF04908,131,155,70,61,85,851,0.45,0.86,0.53,0.53,0.41,4,4,127,0,936,1.0,0.88,0.03,0.03,0.16
PF00027,PF02197:PF04951:PF11890:PF12127:PF04247,174,36,32,142,4,889,0.89,0.86,0.18,0.18,0.37,0,0,174,0,893,0,0.84,0.0,0.0,0
PF00028,PF01049:PF08266:PF08758:PF18432:PF15854,91,32,30,61,2,974,0.94,0.94,0.33,0.33,0.54,3,3,88,0,976,1.0,0.92,0.03,0.03,0.17
PF00029,PF17078:PF02076:PF13546:PF10595:PF15072,20,39,13,7,26,1021,0.33,0.97,0.65,0.65,0.45,2,2,18,0,1047,1.0,0.98,0.1,0.1,0.31
PF00030,PF14070:PF15327:PF13698:PF17331:PF02425,24,6,4,20,2,1041,0.67,0.98,0.17,0.17,0.33,0,0,24,0,1043,0,0.98,0.0,0.0,0
PF00031,PF15880:PF12224:PF16719:PF18996:PF05548,32,53,13,19,40,995,0.25,0.94,0.41,0.41,0.29,3,3,29,0,1035,1.0,0.97,0.09,0.09,0.3
PF00032,PF00737:PF07189:PF01667:PF00935:PF03297,17,81,12,5,69,981,0.15,0.93,0.71,0.71,0.3,10,4,13,6,1044,0.4,0.98,0.24,0.24,0.3
PF00033,PF13631:PF13372:PF08189:PF11415:PF00451,16,9,7,9,2,1049,0.78,0.99,0.44,0.44,0.58,0,0,16,0,1051,0,0.99,0.0,0.0,0
PF00034,PF04800:PF02320:PF04135:PF10235:PF03645,29,74,16,13,58,980,0.22,0.93,0.55,0.55,0.32,8,5,24,3,1035,0.62,0.97,0.17,0.17,0.32
PF00035,PF02137:PF02295:PF11952:PF07609:PF14491,96,53,36,60,17,954,0.68,0.93,0.38,0.38,0.47,5,5,91,0,971,1.0,0.91,0.05,0.05,0.22
PF00036,PF12294:PF13405:PF13833:PF17770:PF10532,95,157,70,25,87,885,0.45,0.9,0.74,0.74,0.52,13,12,83,1,971,0.92,0.92,0.13,0.13,0.33
PF00037,PF13875:PF16697:PF09351:PF00070:PF07382,37,44,17,20,27,1003,0.39,0.96,0.46,0.46,0.4,3,3,34,0,1030,1.0,0.97,0.08,0.08,0.28
PF00038,PF07039:PF07572:PF07896:PF14521:PF01129,56,95,31,25,64,947,0.33,0.92,0.55,0.55,0.38,13,12,44,1,1010,0.92,0.96,0.21,0.21,0.43
PF00039,PF00040:PF18078:PF18568:PF11415:PF00451,5,56,5,0,51,1011,0.09,0.95,1.0,1.0,0.29,2,1,4,1,1061,0.5,1.0,0.2,0.2,0.31
PF00040,PF08189:PF11415:PF00451:PF02425:PF17331,44,1,0,44,1,1022,0.0,0.96,0.0,0.0,-0.01,0,0,44,0,1023,0,0.96,0.0,0.0,0
PF00041,PF10430:PF01682:PF17869:PF16066:PF01404,146,37,28,118,9,912,0.76,0.88,0.19,0.19,0.34,3,3,143,0,921,1.0,0.87,0.02,0.02,0.13
PF00042,PF10224:PF13508:PF02686:PF12929:PF00444,60,62,25,35,37,970,0.4,0.93,0.42,0.42,0.37,8,4,56,4,1003,0.5,0.94,0.07,0.07,0.17
PF00043,PF14497:PF00647:PF08189:PF17331:PF02425,105,92,52,53,40,922,0.57,0.91,0.5,0.5,0.48,0,0,105,0,962,0,0.9,0.0,0.0,0
PF00044,PF13521:PF04526:PF10457:PF15299:PF04143,64,49,16,48,33,970,0.33,0.92,0.25,0.25,0.25,1,1,63,0,1003,1.0,0.94,0.02,0.02,0.12
PF00045,PF01471:PF00413:PF04886:PF08189:PF17331,33,84,32,1,52,982,0.38,0.95,0.97,0.97,0.59,14,12,21,2,1032,0.86,0.98,0.36,0.36,0.55
PF00046,PF15880:PF13676:PF08016:PF14521:PF09783,173,126,71,102,55,839,0.56,0.85,0.41,0.41,0.4,12,12,161,0,894,1.0,0.85,0.07,0.07,0.24
PF00047,PF05790:PF10847:PF08189:PF11855:PF11415,59,4,4,55,0,1008,1.0,0.95,0.07,0.07,0.25,0,0,59,0,1008,0,0.94,0.0,0.0,0
PF00048,PF10224:PF03045:PF02686:PF08883:PF04478,23,50,11,12,39,1005,0.22,0.95,0.48,0.48,0.3,4,3,20,1,1043,0.75,0.98,0.13,0.13,0.31
PF00049,PF05824:PF00756:PF07572:PF02622:PF07039,16,83,10,6,73,978,0.12,0.93,0.62,0.62,0.25,13,5,11,8,1043,0.38,0.98,0.31,0.31,0.34
PF00050,PF03146:PF09289:PF07648:PF08189:PF11415,44,53,29,15,24,999,0.55,0.96,0.66,0.66,0.58,1,1,43,0,1023,1.0,0.96,0.02,0.02,0.15
PF00051,PF00024:PF19875:PF08189:PF17331:PF02425,48,78,36,12,42,977,0.46,0.95,0.75,0.75,0.56,0,0,48,0,1019,0,0.96,0.0,0.0,0
PF00052,PF11403:PF00055:PF06778:PF10088:PF17331,27,39,16,11,23,1017,0.41,0.97,0.59,0.59,0.48,0,0,27,0,1040,0,0.97,0.0,0.0,0
PF00053,PF00055:PF00052:PF11403:PF00054:PF06778,67,62,48,19,14,986,0.77,0.97,0.72,0.72,0.73,14,14,53,0,1000,1.0,0.95,0.21,0.21,0.45
PF00054,PF08189:PF11415:PF00451:PF17333:PF06357,42,2,0,42,2,1023,0.0,0.96,0.0,0.0,-0.01,0,0,42,0,1025,0,0.96,0.0,0.0,0
PF00055,PF00052:PF11403:PF08189:PF11415:PF00451,35,30,16,19,14,1018,0.53,0.97,0.46,0.46,0.48,0,0,35,0,1032,0,0.97,0.0,0.0,0
PF00056,PF09808:PF18765:PF07954:PF08651:PF15669,76,29,16,60,13,978,0.55,0.93,0.21,0.21,0.31,1,1,75,0,991,1.0,0.93,0.01,0.01,0.11
PF00057,PF16472:PF09342:PF16915:PF18434:PF18684,119,12,12,107,0,948,1.0,0.9,0.1,0.1,0.3,1,1,118,0,948,1.0,0.89,0.01,0.01,0.09
PF00058,PF05568:PF12662:PF08189:PF06778:PF11415,43,44,19,24,25,999,0.43,0.95,0.44,0.44,0.41,0,0,43,0,1024,0,0.96,0.0,0.0,0
PF00059,PF00040:PF09006:PF17517:PF08189:PF11415,133,51,38,95,13,921,0.75,0.9,0.29,0.29,0.42,0,0,133,0,934,0,0.88,0.0,0.0,0
PF00060,PF00756:PF03537:PF07572:PF07039:PF03229,93,77,37,56,40,934,0.48,0.91,0.4,0.4,0.39,10,10,83,0,974,1.0,0.92,0.11,0.11,0.31
PF00061,PF06320:PF16782:PF00127:PF15991:PF14616,47,29,12,35,17,1003,0.41,0.95,0.26,0.26,0.3,3,3,44,0,1020,1.0,0.96,0.06,0.06,0.25
PF00062,PF07039:PF07572:PF08571:PF00253:PF11267,13,67,8,5,59,995,0.12,0.94,0.62,0.62,0.25,8,4,9,4,1050,0.5,0.99,0.31,0.31,0.39
PF00063,PF12200:PF18738:PF02010:PF12013:PF05295,147,68,45,102,23,897,0.66,0.88,0.31,0.31,0.4,10,10,137,0,920,1.0,0.87,0.07,0.07,0.24
PF00066,PF13303:PF11324:PF08437:PF17331:PF07937,20,4,1,19,3,1044,0.25,0.98,0.05,0.05,0.1,0,0,20,0,1047,0,0.98,0.0,0.0,0
PF00067,PF11528:PF01667:PF14303:PF15054:PF01127,328,84,65,263,19,720,0.77,0.74,0.2,0.2,0.3,10,10,318,0,739,1.0,0.7,0.03,0.03,0.15
PF00068,PF00756:PF09837:PF15755:PF04229:PF09431,21,72,13,8,59,987,0.18,0.94,0.62,0.62,0.31,5,1,20,4,1042,0.2,0.98,0.05,0.05,0.09
PF00069,PF12294:PF15880:PF01129:PF19060:PF14087,541,87,81,460,6,520,0.93,0.56,0.15,0.15,0.25,6,6,535,0,526,1.0,0.5,0.01,0.01,0.07
PF00070,PF07382:PF01107:PF15521:PF19287:PF15332,19,24,5,14,19,1029,0.21,0.97,0.26,0.26,0.22,1,0,19,1,1047,0.0,0.98,0.0,0.0,-0.0
PF00071,PF03647:PF13881:PF01194:PF07544:PF16065,258,66,52,206,14,795,0.79,0.79,0.2,0.2,0.33,7,7,251,0,809,1.0,0.76,0.03,0.03,0.14
PF00072,PF08017:PF07382:PF17123:PF05022:PF13875,169,72,41,128,31,867,0.57,0.85,0.24,0.24,0.3,6,6,163,0,898,1.0,0.85,0.04,0.04,0.17
PF00073,PF12013:PF08762:PF04031:PF03420:PF06918,7,49,5,2,44,1016,0.1,0.96,0.71,0.71,0.26,1,0,7,1,1059,0.0,0.99,0.0,0.0,-0.0
PF00074,PF02953:PF12554:PF11905:PF13881:PF03669,5,102,4,1,98,964,0.04,0.91,0.8,0.8,0.16,13,1,4,12,1050,0.08,0.99,0.2,0.2,0.12
PF00075,PF04366:PF07530:PF14528:PF04938:PF13300,117,81,43,74,38,912,0.53,0.9,0.37,0.37,0.39,8,8,109,0,950,1.0,0.9,0.07,0.07,0.25
PF00076,PF14216:PF11835:PF06495:PF15159:PF05391,406,43,42,364,1,660,0.98,0.66,0.1,0.1,0.25,4,4,402,0,661,1.0,0.62,0.01,0.01,0.08
PF00077,PF14529:PF12384:PF06817:PF03539:PF18697,14,121,10,4,111,942,0.08,0.89,0.71,0.71,0.22,4,4,10,0,1053,1.0,0.99,0.29,0.29,0.53
PF00078,PF19259:PF05548:PF15030:PF08017:PF10536,432,119,110,322,9,626,0.92,0.69,0.25,0.25,0.37,10,10,422,0,635,1.0,0.6,0.02,0.02,0.12
PF00079,PF07896:PF14521:PF03911:PF10441:PF07039,67,70,30,37,40,960,0.43,0.93,0.45,0.45,0.4,7,7,60,0,1000,1.0,0.94,0.1,0.1,0.31
PF00080,PF04930:PF05160:PF10163:PF00584:PF03645,52,85,25,27,60,955,0.29,0.92,0.48,0.48,0.34,7,7,45,0,1015,1.0,0.96,0.13,0.13,0.36
PF00081,PF06574:PF12222:PF16477:PF09471:PF05791,42,56,18,24,38,987,0.32,0.94,0.43,0.43,0.34,4,4,38,0,1025,1.0,0.96,0.1,0.1,0.3
PF00082,PF06253:PF08189:PF18614:PF17331:PF02425,156,5,4,152,1,910,0.8,0.86,0.03,0.03,0.13,0,0,156,0,911,0,0.85,0.0,0.0,0
PF00083,PF06624:PF01667:PF14303:PF15054:PF01127,238,91,63,175,28,801,0.69,0.81,0.26,0.26,0.34,11,11,227,0,829,1.0,0.79,0.05,0.05,0.19
PF00084,PF09014:PF18453:PF00431:PF00354:PF13778,85,120,61,24,59,923,0.51,0.92,0.72,0.72,0.56,2,2,83,0,982,1.0,0.92,0.02,0.02,0.15
PF00085,PF04777:PF04721:PF14087:PF08017:PF03309,183,74,57,126,17,867,0.77,0.87,0.31,0.31,0.43,6,6,177,0,884,1.0,0.83,0.03,0.03,0.17
PF00086,PF10591:PF08189:PF11415:PF00451:PF17333,41,29,19,22,10,1016,0.66,0.97,0.46,0.46,0.54,0,0,41,0,1026,0,0.96,0.0,0.0,0
PF00087,PF19117:PF15055:PF15559:PF08315:PF05532,4,26,4,0,22,1041,0.15,0.98,1.0,1.0,0.39,0,0,4,0,1063,0,1.0,0.0,0.0,0
PF00088,PF03423:PF16863:PF08189:PF11415:PF00451,35,42,21,14,21,1011,0.5,0.97,0.6,0.6,0.53,0,0,35,0,1032,0,0.97,0.0,0.0,0
PF00089,PF07896:PF01129:PF14087:PF19060:PF00885,207,100,60,147,40,820,0.6,0.82,0.29,0.29,0.33,14,14,193,0,860,1.0,0.82,0.07,0.07,0.24
PF00090,PF19028:PF06468:PF17771:PF19188:PF02014,100,81,60,40,21,946,0.74,0.94,0.6,0.6,0.64,12,12,88,0,967,1.0,0.92,0.12,0.12,0.33
PF00091,PF15299:PF20151:PF13521:PF02269:PF17649,122,72,40,82,32,913,0.56,0.89,0.33,0.33,0.37,8,8,114,0,945,1.0,0.89,0.07,0.07,0.24
PF00092,PF14623:PF14316:PF08434:PF02097:PF08189,110,14,12,98,2,955,0.86,0.91,0.11,0.11,0.29,1,1,109,0,957,1.0,0.9,0.01,0.01,0.09
PF00093,PF07452:PF08189:PF07937:PF17331:PF11415,26,10,8,18,2,1039,0.8,0.98,0.31,0.31,0.49,0,0,26,0,1041,0,0.98,0.0,0.0,0
PF00094,PF17517:PF08189:PF11415:PF07937:PF00451,57,21,17,40,4,1006,0.81,0.96,0.3,0.3,0.48,0,0,57,0,1010,0,0.95,0.0,0.0,0
PF00095,PF10546:PF14491:PF08189:PF11415:PF00451,48,4,2,46,2,1017,0.5,0.96,0.04,0.04,0.13,0,0,48,0,1019,0,0.96,0.0,0.0,0
PF00096,PF04704:PF18445:PF18217:PF02331:PF02165,275,9,9,266,0,792,1.0,0.75,0.03,0.03,0.16,0,0,275,0,792,0,0.74,0.0,0.0,0
PF00097,PF04247:PF08189:PF11415:PF00451:PF17333,128,1,0,128,1,938,0.0,0.88,0.0,0.0,-0.01,0,0,128,0,939,0,0.88,0.0,0.0,0
PF00098,PF11719:PF13961:PF19259:PF02093:PF01107,216,95,74,142,21,830,0.78,0.85,0.34,0.34,0.45,12,12,204,0,851,1.0,0.81,0.06,0.06,0.21
PF00100,PF06941:PF20102:PF12259:PF03145:PF02308,76,66,32,44,34,957,0.48,0.93,0.42,0.42,0.41,6,6,70,0,991,1.0,0.93,0.08,0.08,0.27
PF00101,PF04081:PF06699:PF09341:PF14303:PF14943,10,81,7,3,74,983,0.09,0.93,0.7,0.7,0.23,8,5,5,3,1054,0.62,0.99,0.5,0.5,0.56
PF00102,PF18520:PF19920:PF08189:PF11415:PF00451,109,2,1,108,1,957,0.5,0.9,0.01,0.01,0.06,0,0,109,0,958,0,0.9,0.0,0.0,0
PF00103,PF07572:PF07039:PF00756:PF14521:PF03816,7,80,3,4,77,983,0.04,0.92,0.43,0.43,0.11,10,1,6,9,1051,0.1,0.99,0.14,0.14,0.11
PF00104,PF02155:PF02161:PF02166:PF12577:PF02159,71,14,13,58,1,995,0.93,0.94,0.18,0.18,0.4,5,5,66,0,996,1.0,0.94,0.07,0.07,0.26
PF00105,PF11825:PF02166:PF03209:PF12743:PF14022,90,17,13,77,4,973,0.76,0.92,0.14,0.14,0.31,5,5,85,0,977,1.0,0.92,0.06,0.06,0.23
PF00106,PF06941:PF13449:PF02116:PF03908:PF04910,342,51,43,299,8,717,0.84,0.71,0.13,0.13,0.25,5,5,337,0,725,1.0,0.68,0.01,0.01,0.1
PF00107,PF16912:PF13823:PF03611:PF02447:PF17926,208,25,21,187,4,855,0.84,0.82,0.1,0.1,0.25,0,0,208,0,859,0,0.81,0.0,0.0,0
PF00108,PF08632:PF03152:PF01364:PF05276:PF14528,94,71,34,60,37,936,0.48,0.91,0.36,0.36,0.37,6,6,88,0,973,1.0,0.92,0.06,0.06,0.24
PF00109,PF00975:PF16073:PF16295:PF17925:PF04247,124,62,49,75,13,930,0.79,0.92,0.4,0.4,0.52,1,1,123,0,943,1.0,0.88,0.01,0.01,0.08
PF00110,PF04800:PF04135:PF10235:PF01781:PF13759,38,66,18,20,48,981,0.27,0.94,0.47,0.47,0.33,6,5,33,1,1028,0.83,0.97,0.13,0.13,0.32
PF00111,PF07019:PF07896:PF06331:PF00380:PF00468,86,87,34,52,53,928,0.39,0.9,0.4,0.4,0.34,15,15,71,0,981,1.0,0.93,0.17,0.17,0.4
PF00112,PF12131:PF08189:PF11415:PF00451:PF17331,143,5,4,139,1,923,0.8,0.87,0.03,0.03,0.13,0,0,143,0,924,0,0.87,0.0,0.0,0
PF00113,PF08189:PF17331:PF02425:PF11415:PF00451,76,1,0,76,1,990,0.0,0.93,0.0,0.0,-0.01,0,0,76,0,991,0,0.93,0.0,0.0,0
PF00114,PF06426:PF08632:PF01364:PF05791:PF09471,1,43,0,1,43,1023,0.0,0.96,0.0,0.0,-0.01,1,0,1,1,1065,0.0,1.0,0.0,0.0,-0.0
PF00115,PF07911:PF04819:PF01282:PF08315:PF06083,22,62,13,9,49,996,0.21,0.95,0.59,0.59,0.33,7,6,16,1,1044,0.86,0.98,0.27,0.27,0.48
PF00116,PF13109:PF14087:PF04378:PF05022:PF04002,17,49,11,6,38,1012,0.22,0.96,0.65,0.65,0.37,6,4,13,2,1048,0.67,0.99,0.24,0.24,0.39
PF00117,PF14087:PF08668:PF04378:PF05022:PF03309,155,61,39,116,22,890,0.64,0.87,0.25,0.25,0.35,6,6,149,0,912,1.0,0.86,0.04,0.04,0.18
PF00118,PF15963:PF14342:PF14469:PF15680:PF15626,155,27,18,137,9,903,0.67,0.86,0.12,0.12,0.24,0,0,155,0,912,0,0.85,0.0,0.0,0
PF00119,PF02953:PF03669:PF16862:PF08507:PF06098,21,88,6,15,82,964,0.07,0.91,0.29,0.29,0.1,7,2,19,5,1041,0.29,0.98,0.1,0.1,0.16
PF00120,PF06067:PF19920:PF17331:PF02425:PF08189,59,4,4,55,0,1008,1.0,0.95,0.07,0.07,0.25,0,0,59,0,1008,0,0.94,0.0,0.0,0
PF00121,PF14087:PF03309:PF05251:PF00070:PF05141,55,61,19,36,42,970,0.31,0.93,0.35,0.35,0.29,6,5,50,1,1011,0.83,0.95,0.09,0.09,0.27
PF00123,PF07572:PF00468:PF06331:PF07039:PF02941,9,64,5,4,59,999,0.08,0.94,0.56,0.56,0.19,9,2,7,7,1051,0.22,0.99,0.22,0.22,0.22
PF00124,PF10705:PF06388:PF13320:PF15056:PF00446,22,10,3,19,7,1038,0.3,0.98,0.14,0.14,0.19,0,0,22,0,1045,0,0.98,0.0,0.0,0
PF00125,PF07896:PF07572:PF00468:PF06331:PF02941,135,61,40,95,21,911,0.66,0.89,0.3,0.3,0.39,7,7,128,0,932,1.0,0.88,0.05,0.05,0.21
PF00126,PF10130:PF16262:PF03573:PF13303:PF11324,37,11,7,30,4,1026,0.64,0.97,0.19,0.19,0.34,0,0,37,0,1030,0,0.97,0.0,0.0,0
PF00127,PF06320:PF14616:PF04681:PF15991:PF05551,7,28,4,3,24,1036,0.14,0.97,0.57,0.57,0.28,1,1,6,0,1060,1.0,0.99,0.14,0.14,0.38
PF00128,PF11218:PF01270:PF13148:PF14528:PF03398,118,52,25,93,27,922,0.48,0.89,0.21,0.21,0.27,5,5,113,0,949,1.0,0.89,0.04,0.04,0.19
PF00129,PF00969:PF16497:PF17770:PF14528:PF02534,24,40,6,18,34,1009,0.15,0.95,0.25,0.25,0.17,3,3,21,0,1043,1.0,0.98,0.12,0.12,0.35
PF00130,PF19807:PF11855:PF17331:PF08189:PF02425,100,4,3,97,1,966,0.75,0.91,0.03,0.03,0.14,0,0,100,0,967,0,0.91,0.0,0.0,0
PF00131,PF03604:PF16065:PF12554:PF03647:PF00861,1,80,1,0,79,987,0.01,0.93,1.0,1.0,0.11,9,0,1,9,1057,0.0,0.99,0.0,0.0,-0.0
PF00132,PF03816:PF07572:PF07896:PF07039:PF00885,138,61,40,98,21,908,0.66,0.89,0.29,0.29,0.39,8,8,130,0,929,1.0,0.88,0.06,0.06,0.23
PF00133,PF05103:PF09674:PF13282:PF08189:PF15922,124,11,10,114,1,942,0.91,0.89,0.08,0.08,0.25,0,0,124,0,943,0,0.88,0.0,0.0,0
PF00134,PF01270:PF11218:PF13148:PF14528:PF15481,147,27,16,131,11,909,0.59,0.87,0.11,0.11,0.21,3,3,144,0,920,1.0,0.87,0.02,0.02,0.13
PF00135,PF16077:PF08661:PF14960:PF06609:PF04229,162,61,42,120,19,886,0.69,0.87,0.26,0.26,0.37,4,4,158,0,905,1.0,0.85,0.02,0.02,0.14
PF00136,PF17111:PF12688:PF11218:PF08795:PF13961,88,89,40,48,49,930,0.45,0.91,0.45,0.45,0.4,9,9,79,0,979,1.0,0.93,0.1,0.1,0.31
PF00137,PF14087:PF07896:PF07061:PF12294:PF05162,56,49,16,40,33,978,0.33,0.93,0.29,0.29,0.27,6,5,51,1,1010,0.83,0.95,0.09,0.09,0.26
PF00139,PF07638:PF14786:PF00433:PF11629:PF16797,55,71,22,33,49,963,0.31,0.92,0.4,0.4,0.31,2,2,53,0,1012,1.0,0.95,0.04,0.04,0.19
PF00140,PF13490:PF04546:PF06532:PF10099:PF08281,39,46,19,20,27,1001,0.41,0.96,0.49,0.49,0.43,3,3,36,0,1028,1.0,0.97,0.08,0.08,0.27
PF00141,PF01111:PF00861:PF09419:PF08883:PF03647,114,86,44,70,42,911,0.51,0.9,0.39,0.39,0.39,18,17,97,1,952,0.94,0.91,0.15,0.15,0.36
PF00142,PF06541:PF00446:PF08107:PF11623:PF06388,2,7,0,2,7,1058,0.0,0.99,0.0,0.0,-0.0,0,0,2,0,1065,0,1.0,0.0,0.0,0
PF00143,PF07110:PF13881:PF03942:PF09424:PF03647,3,73,1,2,72,992,0.01,0.93,0.33,0.33,0.06,13,0,3,13,1051,0.0,0.99,0.0,0.0,-0.01
PF00144,PF01187:PF07209:PF03619:PF15072:PF09815,136,97,48,88,49,882,0.49,0.87,0.35,0.35,0.35,13,13,123,0,931,1.0,0.88,0.1,0.1,0.29
PF00145,PF13676:PF04366:PF14240:PF15140:PF17770,69,109,33,36,76,922,0.3,0.9,0.48,0.48,0.33,12,11,58,1,997,0.92,0.94,0.16,0.16,0.37
PF00146,PF07039:PF04229:PF07572:PF11267:PF00756,31,77,16,15,61,975,0.21,0.93,0.52,0.52,0.3,7,5,26,2,1034,0.71,0.97,0.16,0.16,0.33
PF00147,PF14087:PF07896:PF04378:PF05022:PF12294,86,51,24,62,27,954,0.47,0.92,0.28,0.28,0.32,6,6,80,0,981,1.0,0.93,0.07,0.07,0.25
PF00148,PF06331:PF07896:PF00468:PF01655:PF07572,2,79,1,1,78,987,0.01,0.93,0.5,0.5,0.07,13,0,2,13,1052,0.0,0.99,0.0,0.0,-0.0
PF00149,PF01129:PF14521:PF15880:PF10441:PF03911,250,101,72,178,29,788,0.71,0.81,0.29,0.29,0.37,7,7,243,0,817,1.0,0.77,0.03,0.03,0.15
PF00150,PF04908:PF14441:PF00876:PF02301:PF01529,107,185,65,42,120,840,0.35,0.85,0.61,0.61,0.38,22,22,85,0,960,1.0,0.92,0.21,0.21,0.43
PF00151,PF19071:PF09184:PF13300:PF02076:PF05935,74,37,24,50,13,980,0.65,0.94,0.32,0.32,0.43,1,1,73,0,993,1.0,0.93,0.01,0.01,0.11
PF00152,PF02938:PF09170:PF09723:PF08784:PF14087,129,52,37,92,15,923,0.71,0.9,0.29,0.29,0.41,7,7,122,0,938,1.0,0.89,0.05,0.05,0.22
PF00153,PF18520:PF08189:PF17331:PF02425:PF18614,256,2,2,254,0,811,1.0,0.76,0.01,0.01,0.08,0,0,256,0,811,0,0.76,0.0,0.0,0
PF00154,PF04471:PF20149:PF13367:PF06320:PF04982,36,51,17,19,34,997,0.33,0.95,0.47,0.47,0.37,5,4,32,1,1030,0.8,0.97,0.11,0.11,0.29
