ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00013,PF00013:PF00023:PF00009:PF00004:PF00011,100,383,100,0,283,733,0.26,0.75,1.0,1.0,0.43,95,64,36,31,985,0.67,0.94,0.64,0.64,0.62
PF00014,PF00029:PF00028:PF00013:PF00008:PF00025,41,215,30,11,185,890,0.14,0.82,0.73,0.73,0.27,40,19,22,21,1054,0.47,0.96,0.46,0.46,0.45
PF00015,PF00015:PF00009:PF00010:PF00016:PF00007,22,233,22,0,211,883,0.09,0.81,1.0,1.0,0.28,17,12,10,5,1089,0.71,0.99,0.55,0.55,0.61
PF00016,PF00019:PF00006:PF00010:PF00020:PF00012,13,235,10,3,225,878,0.04,0.8,0.77,0.77,0.15,30,4,9,26,1077,0.13,0.97,0.31,0.31,0.19
PF00017,PF00017:PF00018:PF00030:PF00013:PF00024,97,231,97,0,134,885,0.42,0.88,1.0,1.0,0.6,44,40,57,4,1015,0.91,0.95,0.41,0.41,0.59
PF00018,PF00017:PF00023:PF00030:PF00013:PF00004,127,360,102,25,258,731,0.28,0.75,0.8,0.8,0.37,74,50,77,24,965,0.68,0.91,0.39,0.39,0.47
PF00019,PF00019:PF00016:PF00020:PF00029:PF00009,31,176,31,0,145,940,0.18,0.87,1.0,1.0,0.39,9,7,24,2,1083,0.78,0.98,0.23,0.23,0.41
PF00020,PF00020:PF00019:PF00016:PF00029:PF00009,19,176,19,0,157,940,0.11,0.86,1.0,1.0,0.3,9,8,11,1,1096,0.89,0.99,0.42,0.42,0.61
PF00021,PF00021:PF00007:PF00029:PF00028:PF00011,11,97,11,0,86,1019,0.11,0.92,1.0,1.0,0.32,7,5,6,2,1103,0.71,0.99,0.45,0.45,0.57
PF00022,PF00022:PF00025:PF00006:PF00019:PF00001,101,285,101,0,184,831,0.35,0.84,1.0,1.0,0.54,39,33,68,6,1009,0.85,0.93,0.33,0.33,0.5
PF00023,PF00013:PF00018:PF00008:PF00004:PF00028,164,354,123,41,231,721,0.35,0.76,0.75,0.75,0.39,73,52,112,21,931,0.71,0.88,0.32,0.32,0.42
PF00024,PF00030:PF00017:PF00016:PF00026:PF00010,51,234,36,15,198,867,0.15,0.81,0.71,0.71,0.27,29,15,36,14,1051,0.52,0.96,0.29,0.29,0.37
PF00025,PF00022:PF00028:PF00011:PF00014:PF00029,101,165,48,53,117,898,0.29,0.85,0.48,0.48,0.29,21,18,83,3,1012,0.86,0.92,0.18,0.18,0.37
PF00026,PF00012:PF00011:PF00027:PF00024:PF00013,83,242,60,23,182,851,0.25,0.82,0.72,0.72,0.35,49,32,51,17,1016,0.65,0.94,0.39,0.39,0.47
PF00027,PF00005:PF00004:PF00002:PF00008:PF00026,110,431,91,19,340,666,0.21,0.68,0.83,0.83,0.3,93,50,60,43,963,0.54,0.91,0.45,0.45,0.44
PF00028,PF00028:PF00008:PF00002:PF00025:PF00021,53,189,53,0,136,927,0.28,0.88,1.0,1.0,0.49,34,30,23,4,1059,0.88,0.98,0.57,0.57,0.7
PF00029,PF00007:PF00019:PF00020:PF00021:PF00014,6,78,5,1,73,1037,0.06,0.93,0.83,0.83,0.22,8,3,3,5,1105,0.38,0.99,0.5,0.5,0.43
PF00030,PF00017:PF00024:PF00029:PF00018:PF00020,16,193,10,6,183,917,0.05,0.83,0.62,0.62,0.14,23,4,12,19,1081,0.17,0.97,0.25,0.25,0.19
