ID,Closest,No. True,No. Prediction,TP,FN,FP,TN,Precision,Accuracy,Recall,Hit Rate,MCC,No. Consensus Prediction,Consensus TP,Consensus FN,Consensus FP,Consensus TN,Consensus Precision,Consensus Accuracy,Consensus Recall,Consensus Hit Rate,Consensus MCC
PF00040,PF08189:PF11415:PF00451:PF02425:PF17331:PF17333:PF06357:PF11584:PF01303:PF17079,44,2,0,44,2,1021,0.0,0.96,0.0,0.0,-0.01,0,0,44,0,1023,0,0.96,0.0,0.0,0
PF00041,PF10430:PF01682:PF17869:PF16066:PF01404:PF19281:PF18568:PF12567:PF06328:PF18078,146,54,44,102,10,911,0.81,0.9,0.3,0.3,0.46,2,2,144,0,921,1.0,0.87,0.01,0.01,0.11
PF00042,PF10224:PF13508:PF02686:PF12929:PF00444:PF01920:PF14027:PF04199:PF03208:PF11712,60,137,43,17,94,913,0.31,0.9,0.72,0.72,0.43,9,7,53,2,1005,0.78,0.95,0.12,0.12,0.29
PF00043,PF14497:PF00647:PF08189:PF17331:PF02425:PF11415:PF00451:PF17333:PF06357:PF06187,105,95,53,52,42,920,0.56,0.91,0.5,0.5,0.48,0,0,105,0,962,0,0.9,0.0,0.0,0
PF00044,PF13521:PF04526:PF10457:PF15299:PF04143:PF00404:PF14922:PF05787:PF02269:PF03126,64,88,25,39,63,940,0.28,0.9,0.39,0.39,0.28,1,1,63,0,1003,1.0,0.94,0.02,0.02,0.12
PF00045,PF01471:PF00413:PF04886:PF08189:PF17331:PF07937:PF11415:PF06778:PF00451:PF17019,33,85,32,1,53,981,0.38,0.95,0.97,0.97,0.59,0,0,33,0,1034,0,0.97,0.0,0.0,0
PF00046,PF15880:PF13676:PF08016:PF14521:PF09783:PF06420:PF17906:PF18996:PF01129:PF05990,173,198,96,77,102,792,0.48,0.83,0.55,0.55,0.42,5,5,168,0,894,1.0,0.84,0.03,0.03,0.16
PF00047,PF05790:PF10847:PF08189:PF11855:PF11415:PF00451:PF17331:PF17333:PF06357:PF02425,59,6,4,55,2,1006,0.67,0.95,0.07,0.07,0.2,0,0,59,0,1008,0,0.94,0.0,0.0,0
PF00048,PF10224:PF03045:PF02686:PF08883:PF04478:PF05300:PF04893:PF00444:PF15341:PF10484,23,104,13,10,91,953,0.12,0.91,0.57,0.57,0.23,4,3,20,1,1043,0.75,0.98,0.13,0.13,0.31
PF00049,PF05824:PF00756:PF07572:PF02622:PF07039:PF03537:PF11267:PF12077:PF01670:PF02631,16,107,10,6,97,954,0.09,0.9,0.62,0.62,0.22,4,3,13,1,1050,0.75,0.99,0.19,0.19,0.37
PF00050,PF03146:PF09289:PF07648:PF08189:PF11415:PF00451:PF17333:PF06357:PF19368:PF11584,44,57,30,14,27,996,0.53,0.96,0.68,0.68,0.58,0,0,44,0,1023,0,0.96,0.0,0.0,0
PF00051,PF00024:PF19875:PF08189:PF17331:PF02425:PF11415:PF00451:PF17333:PF06357:PF11584,48,80,36,12,44,975,0.45,0.95,0.75,0.75,0.56,0,0,48,0,1019,0,0.96,0.0,0.0,0
PF00052,PF11403:PF00055:PF06778:PF10088:PF17331:PF07937:PF02425:PF00603:PF11072:PF16963,27,39,16,11,23,1017,0.41,0.97,0.59,0.59,0.48,0,0,27,0,1040,0,0.97,0.0,0.0,0
PF00053,PF00055:PF00052:PF11403:PF00054:PF06778:PF17331:PF08189:PF07937:PF17019:PF12608,67,62,48,19,14,986,0.77,0.97,0.72,0.72,0.73,0,0,67,0,1000,0,0.94,0.0,0.0,0
PF00054,PF08189:PF11415:PF00451:PF17333:PF06357:PF11584:PF01303:PF17330:PF17079:PF07937,42,2,0,42,2,1023,0.0,0.96,0.0,0.0,-0.01,0,0,42,0,1025,0,0.96,0.0,0.0,0
PF00055,PF00052:PF11403:PF08189:PF11415:PF00451:PF17333:PF06357:PF11584:PF01303:PF17330,35,31,16,19,15,1017,0.52,0.97,0.46,0.46,0.47,0,0,35,0,1032,0,0.97,0.0,0.0,0
PF00056,PF09808:PF18765:PF07954:PF08651:PF15669:PF09995:PF05631:PF15913:PF04724:PF06999,76,108,43,33,65,926,0.4,0.91,0.57,0.57,0.43,3,3,73,0,991,1.0,0.93,0.04,0.04,0.19
PF00057,PF16472:PF09342:PF16915:PF18434:PF18684:PF08189:PF11415:PF17331:PF02425:PF00451,119,13,12,107,1,947,0.92,0.9,0.1,0.1,0.29,0,0,119,0,948,0,0.89,0.0,0.0,0
PF00058,PF05568:PF12662:PF08189:PF06778:PF11415:PF10088:PF00451:PF17331:PF07937:PF17333,43,45,19,24,26,998,0.42,0.95,0.44,0.44,0.41,0,0,43,0,1024,0,0.96,0.0,0.0,0
PF00059,PF00040:PF09006:PF17517:PF08189:PF11415:PF00451:PF17333:PF06357:PF11584:PF01303,133,53,38,95,15,919,0.72,0.9,0.29,0.29,0.41,0,0,133,0,934,0,0.88,0.0,0.0,0
PF00060,PF00756:PF03537:PF07572:PF07039:PF03229:PF10441:PF01670:PF01529:PF14521:PF02622,93,192,58,35,134,840,0.3,0.84,0.62,0.62,0.36,5,5,88,0,974,1.0,0.92,0.05,0.05,0.22
PF00061,PF06320:PF16782:PF00127:PF15991:PF14616:PF04982:PF18922:PF04681:PF03601:PF06487,47,59,18,29,41,979,0.31,0.93,0.38,0.38,0.31,2,2,45,0,1020,1.0,0.96,0.04,0.04,0.2
PF00062,PF07039:PF07572:PF08571:PF00253:PF11267:PF00832:PF07019:PF07223:PF04800:PF04135,13,109,10,3,99,955,0.09,0.9,0.77,0.77,0.24,6,5,8,1,1053,0.83,0.99,0.38,0.38,0.56
PF00063,PF12200:PF18738:PF02010:PF12013:PF05295:PF17892:PF16697:PF12245:PF11412:PF10102,147,82,49,98,33,887,0.6,0.88,0.33,0.33,0.38,3,3,144,0,920,1.0,0.87,0.02,0.02,0.13
PF00066,PF13303:PF11324:PF08437:PF17331:PF07937:PF06778:PF02425:PF10088:PF17019:PF17333,20,6,1,19,5,1042,0.17,0.98,0.05,0.05,0.08,0,0,20,0,1047,0,0.98,0.0,0.0,0
PF00067,PF11528:PF01667:PF14303:PF15054:PF01127:PF06417:PF01868:PF13422:PF12328:PF01984,328,132,96,232,36,703,0.73,0.75,0.29,0.29,0.34,5,5,323,0,739,1.0,0.7,0.02,0.02,0.1
PF00068,PF00756:PF09837:PF15755:PF04229:PF09431:PF14937:PF05728:PF13879:PF08837:PF09949,21,107,14,7,93,953,0.13,0.91,0.67,0.67,0.27,2,1,20,1,1045,0.5,0.98,0.05,0.05,0.15
PF00069,PF12294:PF15880:PF01129:PF19060:PF14087:PF14521:PF09072:PF07896:PF12678:PF07382,541,129,118,423,11,515,0.91,0.59,0.22,0.22,0.3,5,5,536,0,526,1.0,0.5,0.01,0.01,0.07
PF00070,PF07382:PF01107:PF15521:PF19287:PF15332:PF14087:PF13875:PF02675:PF12294:PF09351,19,54,9,10,45,1003,0.17,0.95,0.47,0.47,0.26,0,0,19,0,1048,0,0.98,0.0,0.0,0
PF00071,PF03647:PF13881:PF01194:PF07544:PF16065:PF02970:PF13270:PF08320:PF10642:PF15786,258,85,62,196,23,786,0.73,0.79,0.24,0.24,0.34,2,2,256,0,809,1.0,0.76,0.01,0.01,0.08
PF00072,PF08017:PF07382:PF17123:PF05022:PF13875:PF08668:PF12171:PF04002:PF00070:PF12294,169,134,73,96,61,837,0.54,0.85,0.43,0.43,0.4,3,3,166,0,898,1.0,0.84,0.02,0.02,0.12
PF00073,PF12013:PF08762:PF04031:PF03420:PF06918:PF05997:PF02399:PF17892:PF19006:PF05295,7,66,5,2,61,999,0.08,0.94,0.71,0.71,0.22,1,0,7,1,1059,0.0,0.99,0.0,0.0,-0.0
PF00074,PF02953:PF12554:PF11905:PF13881:PF03669:PF16862:PF03604:PF07987:PF06098:PF08507,5,125,4,1,121,941,0.03,0.89,0.8,0.8,0.15,5,1,4,4,1058,0.2,0.99,0.2,0.2,0.2
PF00075,PF04366:PF07530:PF14528:PF04938:PF13300:PF02480:PF02534:PF09184:PF05935:PF17770,117,100,48,69,52,898,0.48,0.89,0.41,0.41,0.38,3,3,114,0,950,1.0,0.89,0.03,0.03,0.15
PF00076,PF14216:PF11835:PF06495:PF15159:PF05391:PF16842:PF08075:PF13717:PF07744:PF08662,406,93,87,319,6,655,0.94,0.7,0.21,0.21,0.35,3,3,403,0,661,1.0,0.62,0.01,0.01,0.07
PF00077,PF14529:PF12384:PF06817:PF03539:PF18697:PF00336:PF02160:PF19259:PF09517:PF13961,14,164,11,3,153,900,0.07,0.85,0.79,0.79,0.2,3,3,11,0,1053,1.0,0.99,0.21,0.21,0.46
PF00078,PF19259:PF05548:PF15030:PF08017:PF10536:PF17111:PF10296:PF14240:PF13961:PF12688,432,158,138,294,20,615,0.87,0.71,0.32,0.32,0.4,6,6,426,0,635,1.0,0.6,0.01,0.01,0.09
PF00079,PF07896:PF14521:PF03911:PF10441:PF07039:PF15880:PF01129:PF07572:PF06420:PF07061,67,127,44,23,83,917,0.35,0.9,0.66,0.66,0.43,3,3,64,0,1000,1.0,0.94,0.04,0.04,0.21
PF00080,PF04930:PF05160:PF10163:PF00584:PF03645:PF08612:PF04135:PF04051:PF06624:PF14159,52,135,31,21,104,911,0.23,0.88,0.6,0.6,0.32,7,7,45,0,1015,1.0,0.96,0.13,0.13,0.36
PF00081,PF06574:PF12222:PF16477:PF09471:PF05791:PF18566:PF07985:PF18023:PF07962:PF08316,42,92,20,22,72,953,0.22,0.91,0.48,0.48,0.28,3,3,39,0,1025,1.0,0.96,0.07,0.07,0.26
PF00082,PF06253:PF08189:PF18614:PF17331:PF02425:PF11415:PF00451:PF17333:PF06357:PF07937,156,7,4,152,3,908,0.57,0.85,0.03,0.03,0.1,0,0,156,0,911,0,0.85,0.0,0.0,0
PF00083,PF06624:PF01667:PF14303:PF15054:PF01127:PF06417:PF12328:PF01868:PF10163:PF05160,238,142,91,147,51,778,0.64,0.81,0.38,0.38,0.39,8,8,230,0,829,1.0,0.78,0.03,0.03,0.16
PF00084,PF09014:PF18453:PF00431:PF00354:PF13778:PF18684:PF19920:PF08189:PF11415:PF17331,85,121,62,23,59,923,0.51,0.92,0.73,0.73,0.57,0,0,85,0,982,0,0.92,0.0,0.0,0
PF00085,PF04777:PF04721:PF14087:PF08017:PF03309:PF07382:PF00070:PF10536:PF02075:PF02721,183,157,94,89,63,821,0.6,0.86,0.51,0.51,0.47,4,4,179,0,884,1.0,0.83,0.02,0.02,0.13
PF00086,PF10591:PF08189:PF11415:PF00451:PF17333:PF06357:PF17331:PF02425:PF11584:PF01303,41,30,19,22,11,1015,0.63,0.97,0.46,0.46,0.53,0,0,41,0,1026,0,0.96,0.0,0.0,0
PF00087,PF19117:PF15055:PF15559:PF08315:PF05532:PF12527:PF14975:PF18479:PF06083:PF09835,4,38,4,0,34,1029,0.11,0.97,1.0,1.0,0.32,0,0,4,0,1063,0,1.0,0.0,0.0,0
PF00088,PF03423:PF16863:PF08189:PF11415:PF00451:PF17333:PF06357:PF17331:PF11584:PF02425,35,43,21,14,22,1010,0.49,0.97,0.6,0.6,0.52,0,0,35,0,1032,0,0.97,0.0,0.0,0
PF00089,PF07896:PF01129:PF14087:PF19060:PF00885:PF07061:PF02542:PF14521:PF06859:PF15880,207,131,76,131,55,805,0.58,0.83,0.37,0.37,0.37,4,4,203,0,860,1.0,0.81,0.02,0.02,0.13
PF00090,PF19028:PF06468:PF17771:PF19188:PF02014:PF08686:PF17517:PF18684:PF10847:PF19875,100,95,69,31,26,941,0.73,0.95,0.69,0.69,0.68,4,4,96,0,967,1.0,0.91,0.04,0.04,0.19
PF00091,PF15299:PF20151:PF13521:PF02269:PF17649:PF09766:PF02731:PF04143:PF05090:PF15007,122,106,52,70,54,891,0.49,0.88,0.43,0.43,0.39,4,4,118,0,945,1.0,0.89,0.03,0.03,0.17
PF00092,PF14623:PF14316:PF08434:PF02097:PF08189:PF11415:PF00451:PF17331:PF17333:PF07937,110,15,12,98,3,954,0.8,0.91,0.11,0.11,0.27,0,0,110,0,957,0,0.9,0.0,0.0,0
PF00093,PF07452:PF08189:PF07937:PF17331:PF11415:PF00451:PF02425:PF06778:PF17019:PF17333,26,12,8,18,4,1037,0.67,0.98,0.31,0.31,0.44,0,0,26,0,1041,0,0.98,0.0,0.0,0
PF00094,PF17517:PF08189:PF11415:PF07937:PF00451:PF06778:PF17333:PF10088:PF06357:PF17331,57,24,19,38,5,1005,0.79,0.96,0.33,0.33,0.5,0,0,57,0,1010,0,0.95,0.0,0.0,0
PF00095,PF10546:PF14491:PF08189:PF11415:PF00451:PF17333:PF06357:PF11584:PF01303:PF17330,48,5,2,46,3,1016,0.4,0.95,0.04,0.04,0.12,0,0,48,0,1019,0,0.96,0.0,0.0,0
PF00096,PF04704:PF18445:PF18217:PF02331:PF02165:PF16622:PF16832:PF18366:PF01352:PF14973,275,73,59,216,14,778,0.81,0.78,0.21,0.21,0.34,0,0,275,0,792,0,0.74,0.0,0.0,0
PF00097,PF04247:PF08189:PF11415:PF00451:PF17333:PF06357:PF17331:PF06778:PF17019:PF11584,128,4,2,126,2,937,0.5,0.88,0.02,0.02,0.07,0,0,128,0,939,0,0.88,0.0,0.0,0
PF00098,PF11719:PF13961:PF19259:PF02093:PF01107:PF14893:PF13451:PF04002:PF14087:PF08017,216,108,82,134,26,825,0.76,0.85,0.38,0.38,0.47,6,6,210,0,851,1.0,0.8,0.03,0.03,0.15
PF00100,PF06941:PF20102:PF12259:PF03145:PF02308:PF13449:PF11327:PF07368:PF02116:PF06542,76,69,33,43,36,955,0.48,0.93,0.43,0.43,0.42,1,1,75,0,991,1.0,0.93,0.01,0.01,0.11
PF00101,PF04081:PF06699:PF09341:PF14303:PF14943:PF15346:PF00203:PF02238:PF02271:PF01667,10,123,8,2,115,942,0.07,0.89,0.8,0.8,0.21,6,5,5,1,1056,0.83,0.99,0.5,0.5,0.64
PF00102,PF18520:PF19920:PF08189:PF11415:PF00451:PF17333:PF06357:PF07937:PF13303:PF11324,109,5,1,108,4,954,0.2,0.9,0.01,0.01,0.02,0,0,109,0,958,0,0.9,0.0,0.0,0
PF00103,PF07572:PF07039:PF00756:PF14521:PF03816:PF10441:PF11267:PF06420:PF03229:PF02622,7,101,3,4,98,962,0.03,0.9,0.43,0.43,0.09,3,1,6,2,1058,0.33,0.99,0.14,0.14,0.21
PF00104,PF02155:PF02161:PF02166:PF12577:PF02159:PF07896:PF06331:PF07061:PF01655:PF00885,71,94,40,31,54,942,0.43,0.92,0.56,0.56,0.45,4,4,67,0,996,1.0,0.94,0.06,0.06,0.23
PF00105,PF11825:PF02166:PF03209:PF12743:PF14022:PF07502:PF09729:PF12577:PF14646:PF16013,90,42,22,68,20,957,0.52,0.92,0.24,0.24,0.32,1,1,89,0,977,1.0,0.92,0.01,0.01,0.1
PF00106,PF06941:PF13449:PF02116:PF03908:PF04910:PF13902:PF02475:PF10037:PF00100:PF07782,342,126,98,244,28,697,0.78,0.75,0.29,0.29,0.36,5,5,337,0,725,1.0,0.68,0.01,0.01,0.1
PF00107,PF16912:PF13823:PF03611:PF02447:PF17926:PF16295:PF17918:PF17925:PF17331:PF02425,208,25,21,187,4,855,0.84,0.82,0.1,0.1,0.25,0,0,208,0,859,0,0.81,0.0,0.0,0
PF00108,PF08632:PF03152:PF01364:PF05276:PF14528:PF12998:PF01270:PF01076:PF17741:PF14816,94,94,38,56,56,917,0.4,0.9,0.4,0.4,0.35,3,3,91,0,973,1.0,0.91,0.03,0.03,0.17
PF00109,PF00975:PF16073:PF16295:PF17925:PF04247:PF10932:PF07609:PF06187:PF08189:PF11415,124,63,50,74,13,930,0.79,0.92,0.4,0.4,0.53,0,0,124,0,943,0,0.88,0.0,0.0,0
PF00110,PF04800:PF04135:PF10235:PF01781:PF13759:PF01249:PF00253:PF03645:PF03179:PF12861,38,148,24,14,124,905,0.16,0.87,0.63,0.63,0.27,8,7,31,1,1028,0.88,0.97,0.18,0.18,0.39
PF00111,PF07019:PF07896:PF06331:PF00380:PF00468:PF08648:PF01655:PF07572:PF02941:PF07039,86,127,42,44,85,896,0.33,0.88,0.49,0.49,0.34,11,11,75,0,981,1.0,0.93,0.13,0.13,0.34
PF00112,PF12131:PF08189:PF11415:PF00451:PF17331:PF17333:PF02425:PF06357:PF11584:PF01303,143,6,4,139,2,922,0.67,0.87,0.03,0.03,0.12,0,0,143,0,924,0,0.87,0.0,0.0,0
PF00113,PF08189:PF17331:PF02425:PF11415:PF00451:PF17333:PF06357:PF07937:PF06778:PF11584,76,4,2,74,2,989,0.5,0.93,0.03,0.03,0.1,0,0,76,0,991,0,0.93,0.0,0.0,0
PF00114,PF06426:PF08632:PF01364:PF05791:PF09471:PF07536:PF03152:PF04072:PF09004:PF17741,1,113,0,1,113,953,0.0,0.89,0.0,0.0,-0.01,2,0,1,2,1064,0.0,1.0,0.0,0.0,-0.0
PF00115,PF07911:PF04819:PF01282:PF08315:PF06083:PF04678:PF10780:PF12494:PF06093:PF15559,22,84,14,8,70,975,0.17,0.93,0.64,0.64,0.3,3,2,20,1,1044,0.67,0.98,0.09,0.09,0.24
PF00116,PF13109:PF14087:PF04378:PF05022:PF04002:PF07896:PF01241:PF08459:PF08189:PF07399,17,64,11,6,53,997,0.17,0.94,0.65,0.65,0.31,2,1,16,1,1049,0.5,0.98,0.06,0.06,0.17
PF00117,PF14087:PF08668:PF04378:PF05022:PF03309:PF08017:PF02075:PF04002:PF03279:PF12294,155,91,49,106,42,870,0.54,0.86,0.32,0.32,0.34,3,3,152,0,912,1.0,0.86,0.02,0.02,0.13
PF00118,PF15963:PF14342:PF14469:PF15680:PF15626:PF03659:PF10164:PF10206:PF02939:PF15376,155,80,48,107,32,880,0.6,0.87,0.31,0.31,0.37,1,1,154,0,912,1.0,0.86,0.01,0.01,0.07
PF00119,PF02953:PF03669:PF16862:PF08507:PF06098:PF08939:PF02046:PF05839:PF12585:PF12680,21,113,6,15,107,939,0.05,0.89,0.29,0.29,0.08,5,2,19,3,1043,0.4,0.98,0.1,0.1,0.19
PF00120,PF06067:PF19920:PF17331:PF02425:PF08189:PF11415:PF00451:PF06778:PF17333:PF12608,59,7,5,54,2,1006,0.71,0.95,0.08,0.08,0.23,0,0,59,0,1008,0,0.94,0.0,0.0,0
PF00121,PF14087:PF03309:PF05251:PF00070:PF05141:PF00908:PF07382:PF05977:PF12294:PF05022,55,86,25,30,61,951,0.29,0.91,0.45,0.45,0.32,3,3,52,0,1012,1.0,0.95,0.05,0.05,0.23
